Process,DBN,School Name,Program Code,Program Name,Admissions Method for Students Entering in Fall 2020,Diversity In Admissions Priority for Students Entering in Fall 2020,Selection Criteria for Students Entering in Fall 2020
MS,24Q077,I.S. 077,Q077U,I.S. 77 STEM: Looking Towards the Future,Open,,
MS,24Q077,I.S. 077,Q077Z,I.S. 77 Zoned Program,Zoned,,
ES,24Q081,P.S. 81Q Jean Paul Richter,24Q081KG,Kindergarten,Zoned,,
ES,24Q081,P.S. 81Q Jean Paul Richter,24Q081SP,Spanish Dual Language,Zoned,,
ES,24Q087,P.S./I.S. 087 Middle Village,24Q087KG,Kindergarten,Zoned,,
MS,24Q087,P.S./I.S. 087 Middle Village,Q087Z,The Middle Village School (P.S. / I.S. 87),Zoned,,
ES,24Q088,P.S. 088 Seneca,24Q088KG,Kindergarten,Zoned,,
ES,24Q089,P.S. 089 Elmhurst,24Q089KG,Kindergarten,Zoned,,
ES,24Q089,P.S. 089 Elmhurst,24Q089SP,Spanish Dual Language,Zoned,,
ES,24Q091,P.S. 091 Richard Arkwright,24Q091KG,Kindergarten,Zoned,,
MS,24Q093,I.S. 093 Ridgewood,Q093M,I.S. Ridgewood Spanish Dual Language Program,Screened: Language,,4th Grade New York State ELA and Math Exams; Attendance; ELL Status; Home Language; Lateness
MS,24Q093,I.S. 093 Ridgewood,Q093U,I.S. 93 Ridgewood,Open,,
MS,24Q093,I.S. 093 Ridgewood,Q093Z,I.S. 93 Ridgewood Zoned Program,Zoned,,
ES,24Q102,P.S. 102 Bayview,24Q102CH,Chinese Dual Language,Zoned,,
ES,24Q102,P.S. 102 Bayview,24Q102KG,Kindergarten,Zoned,,
MS,24Q102,P.S. 102 Bayview,Q102Z,P.S./I.S. 102Q,Zoned,,
ES,24Q110,P.S. 110,24Q110KG,Kindergarten,Zoned,,
ES,24Q110,P.S. 110,24Q110SP,Spanish Dual Language,Zoned,,
ES,24Q113,P.S./I.S. 113 Anthony J. Pranzo,24Q113KG,Kindergarten,Zoned,,
MS,24Q113,P.S./I.S. 113 Anthony J. Pranzo,Q113Z,P.S./I.S. 113 Anthony J. Pranzo,Zoned,,
ES,24Q119,P.S./I.S. 119 The Glendale,24Q119GTD,District Gifted & Talented,District G&T,,
ES,24Q119,P.S./I.S. 119 The Glendale,24Q119KG,Kindergarten,Zoned,,
MS,24Q119,P.S./I.S. 119 The Glendale,Q119A,Beacon Middle School Program,Composite Score,,4th Grade New York State ELA Exam; 4th Grade New York State Math Exam; Attendance; Final 4th Grade Report Card
MS,24Q119,P.S./I.S. 119 The Glendale,Q119Z,The Glendale (P.S. / I.S. 119) Zoned Program,Zoned,,
MS,24Q125,I.S. 125 Thom J. McCann Woodside,Q125Z,Thomas J. McCann Woodside (I.S. 125),Zoned,,
ES,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",24Q128KG,Kindergarten,Zoned,,
MS,24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",Q128Z,Juniper Valley (P.S. 128),Zoned,,
ES,24Q143,P.S. 143 Louis Armstrong,24Q143KG,Kindergarten,Zoned,,
ES,24Q143,P.S. 143 Louis Armstrong,24Q143SP,Spanish Dual Language,Zoned,,
ES,24Q153,P.S. 153 Maspeth Elem,24Q153GTD,District Gifted & Talented,District G&T,,
ES,24Q153,P.S. 153 Maspeth Elem,24Q153KG,Kindergarten,Zoned,,
MS,24Q153,P.S. 153 Maspeth Elem,Q153C,P.S. 153 Maspeth Elem,Open,,
ES,24Q199,P.S. 199 Maurice A. Fitzgerald,24Q199KG,Kindergarten,Zoned,,
ES,24Q211,Elm Tree Elementary School,24Q211KG,Kindergarten,Zoned,,
ES,24Q211,Elm Tree Elementary School,24Q211SP,Spanish Dual Language,Zoned,,
ES,24Q229,P.S. 229 Emanuel Kaplan,24Q229GTD,District Gifted & Talented,District G&T,,
ES,24Q229,P.S. 229 Emanuel Kaplan,24Q229KG,Kindergarten,Zoned,,
HS,24Q236,International High School for Health Sciences,Q63A,International High School for Health Sciences,Screened: Language,,
ES,24Q239,P.S. 239,24Q239KG,Kindergarten,Zoned,,
HS,24Q264,Academy of Finance and Enterprise,Q08R,Academy of Finance and Enterprise,Ed. Opt.,,"Attendance; Course Grades: Average; Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,24Q267,High School of Applied Communication,Q07R,High School of Applied Communication,Open,,
ES,25Q021,P.S. 021 Edward Hart,25Q021KG,Kindergarten,Zoned,,
ES,24Q290,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,24Q290GTD,District Gifted & Talented,District G&T,,
ES,24Q290,A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,24Q290KG,Kindergarten,Zoned,,
HS,24Q293,Civic Leadership Academy,Q76A,Civic Leadership Academy,Ed. Opt.,,"Attendance; Course Grades: English, Math, Science, Social Studies; Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,24Q296,Pan American International High School,Q03A,Pan American International High School,Screened: Language,,
HS,24Q299,Bard High School Early College Queens,Q74B,Bard High School Early College Queens,Screened,Priority to applicants eligible for free or reduced price lunch for 73% of seats,Individual Interview (On-Site); Math Test (On-Site); Writing Exercise (On-Site)
ES,24Q305,Learners and Leaders,24Q305KG,Kindergarten,Zoned,,
ES,24Q307,Pioneer Academy,24Q307KG,Kindergarten,Zoned,,
MS,24Q311,Corona Arts & Sciences Academy,Q311Z,Corona Arts & Sciences Academy (CASA),Zoned,,
ES,24Q330,Helen M. Marshall School,24Q330KG,Kindergarten,Zoned,,
ES,24Q330,Helen M. Marshall School,24Q330SP,Spanish Dual Language,Zoned,,
ES,24Q343,The Children's Lab School,24Q343KG,Kindergarten,Zoned,,
HS,24Q455,Newtown High School,Q34A,Business Institute,Ed. Opt.,,"Attendance; Course Grades: Average; Courses Passed; Geographic Proximity; Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,24Q455,Newtown High School,Q34J,Pre-Engineering & Computer Technology,Screened,,"Attendance; Course Grades: Average; Geographic Proximity; Passed all four core-course subjects (English, Math, Science, Social Studies); Punctuality; Standardized Test Scores: English Language Arts"
HS,24Q455,Newtown High School,Q34K,Major Art,Audition,,Attendance; Audition; Course Grades: Average; Geographic Proximity; Passed all four core-course subjects; Punctuality; Standardized Test Scores: English Language Arts
HS,24Q455,Newtown High School,Q34Z,Zoned,Zoned Priority,,
HS,24Q485,Grover Cleveland High School,Q23A,Information Technology Pathway (STEM),Ed. Opt.,,"Attendance; Course Grades: Average; Standardized Test Scores: English Language Arts, Math"
HS,24Q485,Grover Cleveland High School,Q23B,Hospitality and Tourism Pathway,Ed. Opt.,,"Attendance; Course Grades: Average; Standardized Test Scores: English Language Arts, Math"
HS,24Q485,Grover Cleveland High School,Q23H,Music and Fine And Performing Arts Pathway,Ed. Opt.,,"Attendance; Course Grades: Average; Standardized Test Scores: English Language Arts, Math"
HS,24Q485,Grover Cleveland High School,Q23J,Math and Science Research Pathway (STEM),Ed. Opt.,,"Attendance; Course Grades: Average; Standardized Test Scores: English Language Arts, Math"
HS,24Q485,Grover Cleveland High School,Q23S,Allied Health Pathway,Ed. Opt.,,"Attendance; Course Grades: Average; Standardized Test Scores: English Language Arts, Math"
HS,24Q485,Grover Cleveland High School,Q23Z,Zoned,Zoned Guarantee,,
HS,24Q520,Middle College High School at LaGuardia Community College,Q30J,Middle College High School at LaGuardia Community College,Screened,,Attendance; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
HS,24Q530,International High School at LaGuardia Community College,Q27J,International High School at LaGuardia Community College,Screened: Language,,
HS,24Q550,High School for Arts and Business,Q99A,Arts and Business,Ed. Opt.,,"Attendance; Course Grades: Average; Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Q31J,Arts and Technology,Ed. Opt.,,Course Grades: Average; Standardized Test Scores: Average
MS,24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",Q560S,Arts and Technology,Screened,,4th Grade New York State ELA and Math Exams; Academic and Personal Behavior Scores; Attendance; Final 4th Grade Report Card; Lateness
HS,24Q585,Maspeth High School,Q47A,Maspeth High School,Open,,
HS,24Q600,Queens Technical High School,Q68B,Graphic Arts,Audition,,"Attendance; Audition; Course Grades: Art, Computer; Punctuality; Standardized Test Scores: English Language Arts"
HS,24Q600,Queens Technical High School,Q68L,Pre-Engineering Electronic Technology,Screened,,"Attendance; Course Grades: Average; Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,24Q600,Queens Technical High School,Q68M,Exploratory: Introduction to Occupations,Ed. Opt.,,
HS,24Q600,Queens Technical High School,Q68N,Computer Technology and Information Systems,Screened,,Attendance; Course Grades: Average; Punctuality; Standardized Test Scores: English Language Arts
HS,24Q600,Queens Technical High School,Q68O,Cosmetology,Screened,,Attendance; Course Grades: Average; Punctuality; Standardized Test Scores: English Language Arts
HS,24Q610,Aviation Career & Technical Education High School,Q60A,Aerospace Engineering Technology,Screened,,Attendance; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
HS,24Q610,Aviation Career & Technical Education High School,Q60Q,Aviation Maintenance Engineering Technology,Screened,,Attendance; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
ES,25Q020,P.S. 020 John Bowne,25Q020CH,Chinese Dual Language,Zoned,,
ES,25Q020,P.S. 020 John Bowne,25Q020KG,Kindergarten,Zoned,,
ES,25Q021,P.S. 021 Edward Hart,25Q021GTD,District Gifted & Talented,District G&T,,
ES,25Q022,P.S. 022 Thomas Jefferson,25Q022KG,Kindergarten,Zoned,,
ES,25Q024,P.S. 024 Andrew Jackson,25Q024KG,Kindergarten,Zoned,,
MS,25Q025,I.S. 025 Adrien Block,Q025U,Achievement through the Arts,Open,,
ES,25Q029,P.S. 029 Queens,25Q029KG,Kindergarten,Zoned,,
ES,25Q032,P.S. 032 State Street,25Q032GTD,District Gifted & Talented,District G&T,,
ES,25Q032,P.S. 032 State Street,25Q032KG,Kindergarten,Zoned,,
ES,25Q032,P.S. 032 State Street,25Q032KO,Korean Dual Language,Zoned,,
ES,25Q079,P.S. 079 Francis Lewis,25Q079GTD,District Gifted & Talented,District G&T,,
ES,25Q079,P.S. 079 Francis Lewis,25Q079KG,Kindergarten,Zoned,,
ES,25Q107,P.S. 107 Thomas A Dooley,25Q107KG,Kindergarten,Zoned,,
ES,25Q107,P.S. 107 Thomas A Dooley,25Q107SP,Spanish Dual Language,Zoned,,
ES,25Q120,P.S. 120 Queens,25Q120KG,Kindergarten,Zoned,,
ES,25Q129,P.S. 129 Patricia Larkin,25Q129KG,Kindergarten,Zoned,,
ES,25Q130,P.S. 130,25Q130KG,Kindergarten,Non-Zoned,,
ES,25Q154,P.S. 154 Queens,25Q154KG,Kindergarten,Zoned,,
ES,25Q163,P.S. 163 Flushing Heights,25Q163CH,Chinese Dual Language,Zoned,,
ES,25Q163,P.S. 163 Flushing Heights,25Q163KG,Kindergarten,Zoned,,
ES,25Q164,P.S. 164 Queens Valley,25Q164KG,Kindergarten,Zoned,,
MS,25Q164,P.S. 164 Queens Valley,Q164U,Queens Valley School,Open,,
ES,25Q165,P.S. 165 Edith K. Bergtraum,25Q165GTD,District Gifted & Talented,District G&T,,
ES,25Q165,P.S. 165 Edith K. Bergtraum,25Q165KG,Kindergarten,Zoned,,
ES,25Q169,P.S. 169 Bay Terrace,25Q169KG,Kindergarten,Zoned,,
ES,25Q184,P.S. 184 Flushing Manor,25Q184KG,Kindergarten,Zoned,,
MS,25Q185,J.H.S. 185 Edward Bleeker,Q185U,ASPIRES,Open,,
MS,25Q189,J.H.S. 189 Daniel Carter Beard,Q189M,Daniel Carter Beard (J.H.S. 189) Chinese Dual Language Program,Screened: Language,,4th Grade New York State ELA and Math Exams; Attendance; ELL Status
MS,25Q189,J.H.S. 189 Daniel Carter Beard,Q189U,Daniel Carter Beard (J.H.S. 189),Open,,
ES,25Q193,P.S. 193 Alfred J. Kennedy,25Q193KG,Kindergarten,Zoned,,
MS,25Q194,J.H.S. 194 William Carr,Q194U,William Carr (J.H.S. 194): Arts Infusion,Open,,
ES,25Q200,P.S./M.S. 200 - The Magnet School of Global Studies and Leadership,25Q200KG,Kindergarten,Zoned,,
MS,25Q200,P.S./M.S. 200 - The Magnet School of Global Studies and Leadership,Q200U,The Magnet School of Global Studies & Leadership,Open,,
ES,25Q201,P.S. 201 The Discovery School for Inquiry and Research,25Q201KG,Kindergarten,Zoned,,
ES,25Q209,P.S. 209 Clearview Gardens,25Q209GTD,District Gifted & Talented,District G&T,,
ES,25Q209,P.S. 209 Clearview Gardens,25Q209KG,Kindergarten,Zoned,,
ES,25Q214,P.S. 214 Cadwallader Colden,25Q214KG,Kindergarten,Zoned,,
ES,25Q219,P.S. 219 Paul Klapper,25Q219KG,Kindergarten,Zoned,,
MS,25Q219,P.S. 219 Paul Klapper,Q219U,P.S./M.S. 219,Open,,
MS,25Q237,I.S. 237,Q237U,The Magnet School for the Arts (I.S. 237),Open,,
HS,25Q240,Veritas Academy,Q51A,Veritas Academy,Open,,
HS,25Q241,Queens High School for Language Studies,Q62A,Queens High School for Language Studies,Screened: Language,,
ES,25Q242,P.S. 242 Leonard P. Stavisky Early Childhood School,25Q242KG,Kindergarten,Non-Zoned,,
ES,25Q244,The Active Learning Elementary School,25Q244KG,Kindergarten,Non-Zoned,,
MS,25Q250,I.S. 250 The Robert F. Kennedy Community Middle School,Q250U,Robert F. Kennedy Community Middle School I.S. 250 (Federal Magnet Program),Open,,
MS,25Q252,"Queens School of Inquiry, The",Q252U,The Queens School of Inquiry,Open,,
HS,25Q252,"Queens School of Inquiry, The",Q77A,Queens School of Inquiry,Screened,,Attendance; Course Grades: English; Punctuality; Standardized Test Scores: Average
HS,25Q263,Flushing International High School,Q25X,Flushing International High School,Screened: Language,,
MS,25Q281,East-West School of International Studies,Q281U,East-West School of International Studies,Open,,
HS,25Q281,East-West School of International Studies,Q82A,East-West School of International Studies,Ed. Opt.,,Online Admissions Activity
MS,25Q285,World Journalism Preparatory: A College Board School,Q285L,World Journalism Preparatory: A College Board School,Limited Unscreened,,
HS,25Q285,World Journalism Preparatory: A College Board School,Q85A,World Journalism Preparatory,Ed. Opt.,,"Attendance; Course Grades: English, Math; Standardized Test Scores: English Language Arts, Math"
MS,25Q294,BELL Academy,Q294U,BELL Academy,Open,,
MS,25Q379,College Point Collaborative,Q379U,College Point Collaborative,Open,,
ES,26Q205,P.S. 205 Alexander Graham Bell,26Q205KG,Kindergarten,Zoned,,
HS,25Q425,John Bowne High School,Q14A,Academy for Creative Artists,Ed. Opt.,,"Attendance; Course Grades: English, Math, Science, Social Studies; Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,25Q425,John Bowne High School,Q14B,Introduction to Agriculture,Ed. Opt.,,"Attendance; Course Grades: English, Math, Science, Social Studies; Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,25Q425,John Bowne High School,Q14D,John Bowne Law Institute,Ed. Opt.,,"Attendance; Course Grades: English, Math, Science, Social Studies; Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,25Q425,John Bowne High School,Q14H,Science Technology Engineering and Math (S.T.E.M.) Research Program,Screened,,Attendance; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
HS,25Q425,John Bowne High School,Q14Z,Zoned,Zoned Guarantee,,
HS,25Q460,Flushing High School,Q18A,Thurgood Marshall Law Pathway,Ed. Opt.,,
HS,25Q460,Flushing High School,Q18B,Science Research Pathway,Ed. Opt.,,
HS,25Q460,Flushing High School,Q18C,Business Entrepreneurship Pathway,Ed. Opt.,,
HS,25Q460,Flushing High School,Q18Z,Zoned,Zoned Priority,,
ES,25Q499,"The Queens College School for Math, Science and Technology",25Q499KG,Kindergarten,Non-Zoned,,
MS,25Q499,"The Queens College School for Math, Science and Technology",Q499U,"The Queens College School for Math, Science, and Technology",Open,,
HS,25Q525,Townsend Harris High School,Q37J,Intensive Academic Humanities,Screened,,Attendance; Course Grades: Average; Standardized Test Scores: Average
HS,25Q670,Robert F. Kennedy Community High School,Q70A,College Head-Start,Ed. Opt.,,"Attendance; Course Grades: Average; Punctuality; Standardized Test Scores: English Language Arts, Math"
ES,26Q018,P.S. 018 Winchester,26Q018KG,Kindergarten,Zoned,,
ES,26Q026,P.S. 026 Rufus King,26Q026KG,Kindergarten,Zoned,,
ES,26Q031,P.S. 031 Bayside,26Q031KG,Kindergarten,Zoned,,
ES,26Q041,P.S. 041 Crocheron,26Q041KG,Kindergarten,Zoned,,
ES,26Q046,P.S. 046 Alley Pond,26Q046KG,Kindergarten,Zoned,,
MS,26Q067,J.H.S. 067 Louis Pasteur,Q067A,Louis Pasteur Middle School 67Q Gifted & Talented Program,Composite Score,,4th Grade New York State ELA Exam; 4th Grade New York State Math Exam; Academic and Personal Behaviors; Attendance; Final 4th Grade Report Card
MS,26Q067,J.H.S. 067 Louis Pasteur,Q067U,Louis Pasteur STEM Program,Open,,
MS,26Q067,J.H.S. 067 Louis Pasteur,Q067Z,Louis Pasteur Middle School 67Q Zoned Program,Zoned,,
MS,26Q074,J.H.S. 074 Nathaniel Hawthorne,Q074A,J.H.S. 74 Nathaniel Hawthorne Gifted & Talented Program,Composite Score,,4th Grade New York State ELA Exam; 4th Grade New York State Math Exam; Academic and Personal Behaviors; Attendance; Final 4th Grade Report Card
MS,26Q074,J.H.S. 074 Nathaniel Hawthorne,Q074Z,J.H.S. 74 Nathaniel Hawthorne Zoned Program,Zoned,,
ES,26Q094,P.S. 094 David D. Porter,26Q094KG,Kindergarten,Zoned,,
ES,26Q098,P.S. 098 The Douglaston School,26Q098KG,Kindergarten,Zoned,,
ES,26Q115,The James J. Ambrose School,26Q115GTD,District Gifted & Talented,District G&T,,
ES,26Q115,The James J. Ambrose School,26Q115KG,Kindergarten,Zoned,,
ES,26Q133,P.S. 133 Queens,26Q133GTD,District Gifted & Talented,District G&T,,
ES,26Q133,P.S. 133 Queens,26Q133KG,Kindergarten,Zoned,,
MS,26Q158,M.S. 158 Marie Curie,Q158A,M.S. 158 Marie Curie Gifted & Talented Program,Composite Score,,4th Grade New York State ELA Exam; 4th Grade New York State Math Exam; Academic and Personal Behaviors; Attendance; Final 4th Grade Report Card
MS,26Q158,M.S. 158 Marie Curie,Q158Z,M.S. 158 Marie Curie Zoned Program,Zoned,,
ES,26Q159,P.S. 159,26Q159KG,Kindergarten,Zoned,,
ES,26Q162,P.S. 162 John Golden,26Q162CH,Chinese Dual Language,Zoned,,
ES,26Q162,P.S. 162 John Golden,26Q162KG,Kindergarten,Zoned,,
MS,26Q172,Irwin Altman Middle School 172,Q172A,Irwin Altman Middle School 172 Gifted & Talented Program,Composite Score,,4th Grade New York State ELA Exam; 4th Grade New York State Math Exam; Academic and Personal Behaviors; Attendance; Final 4th Grade Report Card
MS,26Q172,Irwin Altman Middle School 172,Q172Z,Irwin Altman Middle School 172,Zoned,,
ES,26Q173,P.S. 173 Fresh Meadows,26Q173CH,Chinese Dual Language,Zoned,,
ES,26Q173,P.S. 173 Fresh Meadows,26Q173KG,Kindergarten,Zoned,,
ES,26Q178,P.S./ IS 178 Holliswood,26Q178KG,Kindergarten,Zoned,,
MS,26Q178,P.S./ IS 178 Holliswood,Q178Z,P.S. /I.S. 178 Holliswood,Zoned,,
ES,26Q186,P.S. 186 Castlewood,26Q186KG,Kindergarten,Zoned,,
ES,26Q188,P.S. 188 Kingsbury,26Q188GTD,District Gifted & Talented,District G&T,,
ES,26Q188,P.S. 188 Kingsbury,26Q188KG,Kindergarten,Zoned,,
ES,26Q191,P.S. 191 Mayflower,26Q191KG,Kindergarten,Zoned,,
ES,26Q203,P.S. 203 Oakland Gardens,26Q203GTD,District Gifted & Talented,District G&T,,
ES,26Q203,P.S. 203 Oakland Gardens,26Q203KG,Kindergarten,Zoned,,
ES,26Q213,P.S. 213 The Carl Ullman School,26Q213KG,Kindergarten,Zoned,,
MS,26Q216,J.H.S. 216 George J. Ryan,Q216A,M.S. 216 George J. Ryan Gifted & Talented Program,Composite Score,,4th Grade New York State ELA Exam; 4th Grade New York State Math Exam; Academic and Personal Behaviors; Attendance; Final 4th Grade Report Card
MS,26Q216,J.H.S. 216 George J. Ryan,Q216Z,J.H.S. 216 George J. Ryan Zoned Program,Zoned,,
ES,26Q221,P.S. 221 The North Hills School,26Q221KG,Kindergarten,Zoned,,
ES,26Q266,P.S./I.S. 266,26Q266KG,Kindergarten,Non-Zoned,,
MS,26Q266,P.S./I.S. 266,Q266U,P.S./I.S. 266,Open,,
HS,26Q315,Business Technology Early College High School,Q58A,Business Technology Early College High School BTECH,Ed. Opt.,,
ES,26Q376,P.S. 376,26Q376KG,Kindergarten,Zoned,,
ES,26Q390,Kindergarten - new school,26Q390KG,Kindergarten,Non-Zoned,,
HS,26Q415,Benjamin N. Cardozo High School,Q16A,"Political Science, Law and Ethics",Ed. Opt.,,"Attendance; Course Grades: English, Math, Social Studies; Standardized Test Scores: English Language Arts, Math"
HS,26Q415,Benjamin N. Cardozo High School,Q16B,School of Journalism and Media Studies,Ed. Opt.,,"Attendance; Course Grades: English, Math; Standardized Test Scores: English Language Arts, Math"
HS,26Q415,Benjamin N. Cardozo High School,Q16J,DaVinci Science/Math Biomedical,Screened,,Attendance; Course Grades: Math; Standardized Test Scores: English Language Arts
HS,26Q415,Benjamin N. Cardozo High School,Q16K,Performing Dance,Audition,,Attendance; Audition; Course Grades: English; Standardized Test Scores: English Language Arts
HS,26Q415,Benjamin N. Cardozo High School,Q16L,DaVinci Science/Engineering,Screened,,Attendance; Course Grades: Math; Honors/Accelerated Coursework in Math/Science; Standardized Test Scores: English Language Arts
HS,26Q415,Benjamin N. Cardozo High School,Q16Z,Zoned,Zoned Guarantee,,
HS,26Q430,Francis Lewis High School,Q20A,Jacob K. Javits Law Institute,Ed. Opt.,,
HS,26Q430,Francis Lewis High School,Q20H,Engineering and Robotics,Screened,,Attendance; Course Grades: English; Standardized Test Scores: English Language Arts
HS,26Q430,Francis Lewis High School,Q20J,University Scholars,Screened,,Attendance; Course Grades: English; Standardized Test Scores: English Language Arts
HS,26Q430,Francis Lewis High School,Q20K,Science Research Institute,Screened,,Attendance; Course Grades: English; Standardized Test Scores: English Language Arts
HS,26Q430,Francis Lewis High School,Q20Z,Zoned,Zoned Guarantee,,
HS,26Q435,Martin Van Buren High School,Q38K,STEM Institute for Science Research,Screened,,Attendance; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
HS,26Q435,Martin Van Buren High School,Q38L,STEM Institue for Engineering and Robotics,Ed. Opt.,,"Attendance; Course Grades: English, Math, Science, Social Studies; Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,26Q435,Martin Van Buren High School,Q38M,Institute for Law and Humanities,Ed. Opt.,,"Attendance; Course Grades: English, Math, Science, Social Studies; Punctuality; Standardized Test Scores: Average"
HS,26Q435,Martin Van Buren High School,Q38Z,Zoned,Zoned Priority,,
HS,26Q495,Bayside High School,Q12A,Digital Art & Design,Audition,,Academic rigor adjustment; Attendance; Audition; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
HS,26Q495,Bayside High School,Q12B,Music: Performance & Production,Audition,,Academic rigor adjustment; Attendance; Audition; Course Grades: English; Punctuality; Standardized Test Scores: English Language Arts
HS,26Q495,Bayside High School,Q12C,Environmental Engineering & Technology,Screened,,Academic rigor adjustment; Attendance; Course Grades: Math; On-site Assessment (Math); Punctuality; Standardized Test Scores: English Language Arts
HS,26Q495,Bayside High School,Q12D,Humanities & Non-Profit Management,Screened,,Academic rigor adjustment; Attendance; Course Grades: English; On-site Assessment (Writing); Punctuality; Standardized Test Scores: English Language Arts
HS,26Q495,Bayside High School,Q12E,Computer Programming & Web Design,Ed. Opt.,,"Academic rigor adjustment; Attendance; Course Grades: Math, Science; Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,26Q495,Bayside High School,Q12G,Sports Medicine & Management,Ed. Opt.,,"Academic rigor adjustment; Attendance; Course Grades: Math, Science; On-site Assessment (Reading & Math); Punctuality; Standardized Test Scores: English Language Arts, Math"
HS,26Q495,Bayside High School,Q12Z,Zoned,Zoned Guarantee,,
HS,26Q566,"Queens High School of Teaching, Liberal Arts and the Sciences",Q32A,Teaching Institute,Ed. Opt.,,
ES,27Q042,P.S./M.S 042 R. Vernam,27Q042KG,Kindergarten,Zoned,,
MS,27Q042,P.S./M.S 042 R. Vernam,Q042U,R. Vernam (P.S./M.S. 42Q),Open,,
ES,27Q043,P.S. 043,27Q043KG,Kindergarten,Zoned,,
MS,27Q043,P.S. 043,Q043Z,P.S./M.S. 43,Zoned,,
ES,27Q045,P.S. 045 Clarence Witherspoon,27Q045KG,Kindergarten,Zoned,,
ES,27Q047,P.S. 047 Chris Galas,27Q047KG,Kindergarten,Zoned,,
MS,27Q047,P.S. 047 Chris Galas,Q047Z,Chris Galas (P.S./M.S. 47),Zoned,,
ES,27Q051,P.S. 051,27Q051KG,Kindergarten,Zoned,,
MS,27Q053,M.S. 053 Brian Piccolo,Q053U,Brian Piccolo (M.S. 53),Open,,
ES,27Q060,P.S. 060 Woodhaven,27Q060KG,Kindergarten,Zoned,,
ES,27Q062,P. S. 62 - Chester Park School,27Q062KG,Kindergarten,Zoned,,
ES,27Q063,P.S. 063 Old South,27Q063KG,Kindergarten,Zoned,,
ES,27Q064,P.S. 064 Joseph P. Addabbo,27Q064KG,Kindergarten,Zoned,,
ES,27Q065,P.S. 65 - The Raymond York Elementary School,27Q065KG,Kindergarten,Zoned,,
ES,27Q066,P.S. 066 Jacqueline Kennedy Onassis,27Q066KG,Kindergarten,Zoned,,
ES,27Q090,P.S. 090 Horace Mann,27Q090KG,Kindergarten,Zoned,,
ES,27Q096,P.S. 096,27Q096KG,Kindergarten,Zoned,,
ES,27Q097,P.S. 097 Forest Park,27Q097KG,Kindergarten,Zoned,,
ES,27Q100,P.S. 100 Glen Morris,27Q100KG,Kindergarten,Zoned,,
ES,27Q104,P.S. 104 The Bays Water,27Q104KG,Kindergarten,Zoned,,
ES,27Q105,P.S. 105 The Bay School,27Q105KG,Kindergarten,Zoned,,
MS,27Q105,P.S. 105 The Bay School,Q105Z,The Bay School (P.S./M.S. 105),Zoned,,
ES,27Q106,Lighthouse Elementary School,27Q106KG,Kindergarten,Zoned,,
ES,27Q108,P.S. 108 Captain Vincent G. Fowler,27Q108GTD,District Gifted & Talented,District G&T,,
ES,27Q108,P.S. 108 Captain Vincent G. Fowler,27Q108KG,Kindergarten,Zoned,,
ES,27Q114,P.S./M.S. 114 Belle Harbor,27Q114KG,Kindergarten,Zoned,,
MS,27Q114,P.S./M.S. 114 Belle Harbor,Q114Z,Belle Harbor (P.S./M.S. 114),Zoned,,
ES,27Q123,P.S. 123,27Q123KG,Kindergarten,Zoned,,
ES,27Q124,P.S. 124 Osmond A Church,27Q124KG,Kindergarten,Zoned,,
MS,27Q124,P.S. 124 Osmond A Church,Q124Z,PS/MS 124 Zoned Program,Zoned,,
MS,27Q137,M.S. 137 America's School of Heroes,Q137Z,M.S. 137 America's School of Heroes,Zoned,,
ES,27Q146,P.S. 146 Howard Beach,27Q146KG,Kindergarten,Zoned,,
MS,27Q146,P.S. 146 Howard Beach,Q146Z,Howard Beach (P.S. / M.S. 146),Zoned,,
ES,27Q155,P.S. 155,27Q155KG,Kindergarten,Zoned,,
ES,27Q183,P.S. 183 Dr. Richard R. Green,27Q183KG,Kindergarten,Zoned,,
MS,27Q183,P.S. 183 Dr. Richard R. Green,Q183Z,Dr. Richard R. Green School (P.S./M.S. 183),Zoned,,
ES,27Q197,P.S. 197 The Ocean School,27Q197KG,Kindergarten,Zoned,,
ES,27Q197,P.S. 197 The Ocean School,27Q197SP,Spanish Dual Language,Zoned,,
